"gene"	"Young.FAPs.D0_1"	"Young.FAPs.D0_2"	"Young.FAPs.D0_3"	"Young.MuSCs.D0_2"	"Young.MuSCs.D0_1"	"Young.MuSCs.D0_3"	"Young.ECs.D0_2"	"Young.ECs.D0_1"	"Young.ECs.D0_3"
"ENSMUSG00000026209"	12.547777	12.582509	14.047832	6.171505	5.70669	5.237501	4.795177	7.505585	9.022906
"ENSMUSG00000026211"	6.341862	7.501207	8.763814	7.113178	3.922052	2.314364	0	0.16448	0.584235
"ENSMUSG00000026219"	39.587414	38.520744	43.322807	61.981636	25.547953	37.64352	66.934219	34.714504	52.062389
"ENSMUSG00000026220"	0	0	0	0	0	0	4.850019	0	0
"ENSMUSG00000026222"	41.243259	36.455933	37.962997	7.379687	5.988518	7.105212	147.123306	106.366013	122.725662
"ENSMUSG00000026224"	0.298553	0.187959	0.54379	0.340944	0.145402	0.086732	0.104	0.042809	1.221722
"ENSMUSG00000026229"	14.44311	18.346334	19.84547	26.284153	8.819746	47.662552	12.804436	12.611335	22.223104
"ENSMUSG00000026234"	44.249317	36.079624	37.290855	73.13987	30.542532	279.393585	89.577194	27.895704	52.203651
"ENSMUSG00000026235"	8.921645	5.972892	5.475095	1.469293	3.664935	0.567681	0	10.815166	9.309363
"ENSMUSG00000026239"	9.40275	10.872006	13.937019	8.345652	4.942271	9.579673	5.416696	8.520456	14.188885
"ENSMUSG00000026240"	1.969041	1.832583	2.956083	3.054303	1.20233	3.284841	2.070688	0.997518	1.994002
"ENSMUSG00000026241"	1.595933	0.496238	0	2.611466	15.656675	0	0	0	0
"ENSMUSG00000026245"	9.548084	12.480211	13.166272	15.9835	7.880911	27.934916	4.84926	7.175889	14.363113
"ENSMUSG00000026246"	0	0	0	0.40928	0	0	0	0	0
"ENSMUSG00000026247"	0	0	0	0	0.031222	0.076963	0	0	0
"ENSMUSG00000026249"	151.377808	167.563492	182.395035	19.30826	18.594498	35.345562	1.048835	1.576354	6.240373
"ENSMUSG00000026251"	0	0	0	7.504742	0	7.444047	0	0	0
"ENSMUSG00000026253"	0	0	0	5.505827	0.054008	0.769183	0.325097	0	0.472817
"ENSMUSG00000026254"	19.760267	16.632156	22.487032	24.242804	9.03029	32.324192	30.829279	9.991138	17.06139
"ENSMUSG00000026255"	26.742348	35.893929	27.944288	0	1.526581	1.329327	0	0.638727	1.12887
"ENSMUSG00000026258"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026259"	3.665285	2.29998	3.642546	0.41055	0.116772	0.326705	0	0	0
"ENSMUSG00000026269"	9.180021	12.57775	12.300296	8.689075	6.966693	4.702682	15.922312	19.408972	14.467523
"ENSMUSG00000026271"	0.990669	1.520833	0.946899	0.443647	0	0.156347	59.322598	0	0
"ENSMUSG00000026272"	0	0.372362	0	0	0	0	0	0	0
"ENSMUSG00000026273"	4.090567	7.17115	5.740796	1.918981	2.107923	3.047742	1.5836	2.161368	3.889389
"ENSMUSG00000026274"	2.047836	1.350068	2.640937	2.48022	0.103001	3.443759	0	0.020977	1.88377
"ENSMUSG00000026275"	2.26316	2.524074	2.410889	2.989826	1.661279	5.489597	2.186973	2.943479	4.065019
"ENSMUSG00000026276"	77.445122	78.770576	89.810196	50.632935	27.25938	42.230385	40.330921	31.535313	64.74279
"ENSMUSG00000026277"	17.411486	18.706987	13.898504	13.159451	10.535961	8.564469	7.79292	16.374283	19.71353
"ENSMUSG00000026279"	9.154268	2.994204	4.168729	4.369071	1.42762	4.656204	5.144051	1.745734	4.590762
"ENSMUSG00000026281"	9.880268	12.145991	10.895648	24.926497	8.988703	27.090752	2.622241	5.71661	14.244611
"ENSMUSG00000026283"	3.578671	3.030196	2.520119	3.924491	2.702196	3.573709	3.491259	2.573236	2.659561
"ENSMUSG00000026285"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026288"	0	0	0	0	0.049899	0	135.764404	7.315114	8.775757
"ENSMUSG00000026301"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026303"	0	0.418625	0.288442	0.282775	0.415433	0.262122	0	0.141582	0.120144
"ENSMUSG00000026304"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026307"	6.816631	6.783746	6.326694	4.357841	4.329391	3.208361	7.785427	4.085841	5.70042
"ENSMUSG00000026309"	13.939309	12.218802	14.058405	27.54726	49.229153	18.705227	15.084443	14.066729	8.742035
"ENSMUSG00000026313"	11.029359	12.635808	15.336821	19.342823	12.167706	4.862031	27.154419	7.359425	7.980292
"ENSMUSG00000026315"	1.73055	0.853725	2.792365	1.211241	0.376595	0	6.058021	0.310904	1.213154
"ENSMUSG00000026319"	12.421472	14.719377	15.461761	16.934687	11.027745	8.245397	28.368502	13.351453	16.309612
"ENSMUSG00000026321"	0	0	0	0.485941	1.524455	0	4.191966	1.28432	4.219598
"ENSMUSG00000026339"	6.736355	7.066741	5.713102	6.95058	5.255751	3.841371	13.942095	4.783255	7.593321
"ENSMUSG00000026341"	41.547428	40.140961	56.750309	45.274929	26.652147	90.082985	247.989792	39.019993	78.577156
"ENSMUSG00000026342"	15.476805	16.623928	16.445534	12.265878	4.911419	4.694354	7.314074	4.861875	7.681434
"ENSMUSG00000026344"	0	0.230514	0	0	0	0	0	0	0
"ENSMUSG00000026347"	0	0	0.373023	0.917044	0	0	0	0	0
"ENSMUSG00000026353"	19.691294	17.596941	19.225653	31.80533	11.123237	17.44536	55.284142	13.546337	17.895994
"ENSMUSG00000026354"	0	0.08903	0	0.844493	0	0.318325	0.200837	0	1.203238
"ENSMUSG00000026355"	6.840939	5.499563	5.644	23.734104	3.789754	55.363064	4.63017	6.82417	18.726631
"ENSMUSG00000026356"	13.357693	14.457011	20.221361	36.88203	13.417667	47.884636	11.023165	14.654048	22.486183
"ENSMUSG00000026357"	0	0	0	0	0	0	18.246677	0	0
"ENSMUSG00000026358"	0	0	0	0.047012	0.014537	0	95.945831	0	0.009472
"ENSMUSG00000026361"	10.083492	9.999691	10.743472	15.868305	8.024275	9.945516	19.953337	9.260951	10.291995
"ENSMUSG00000026368"	0	0.214183	0	0.139573	0	0	0	0	0
"ENSMUSG00000026374"	4.894603	6.156741	8.910595	7.378129	5.874312	8.706997	6.121998	5.67242	8.507667
"ENSMUSG00000026377"	4.403216	7.441944	6.603006	9.342126	3.631624	28.699881	6.392959	3.52576	6.579341
"ENSMUSG00000026380"	0	0.131523	0	0.07899	0.02919	0	0	0	0.169175
"ENSMUSG00000026384"	4.222736	1.976041	3.891194	7.601027	3.656616	5.159956	2.310239	4.801574	8.023498
"ENSMUSG00000026385"	25.620872	28.421955	26.515471	26.676817	17.212254	32.834332	24.187311	17.664843	18.216759
"ENSMUSG00000026387"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026388"	2.511689	1.986155	3.103797	1.963525	1.386727	2.239035	0	0.847846	0
"ENSMUSG00000026395"	0	0.06333	0.019269	0.06268	0.036431	0	761.074463	0.010222	0
"ENSMUSG00000026398"	0	0.225372	0	0	0	0	0	1.71623	7.01061
"ENSMUSG00000026399"	82.447021	95.007774	121.291679	1.704031	2.148506	0.404211	3.713458	2.943091	9.623734
"ENSMUSG00000026413"	0	0	0	1.299086	0	0.28186	0	0	0
"ENSMUSG00000026414"	0.002661	0	0	33.72506	0.409888	4.025411	0	0	1.996553
"ENSMUSG00000026417"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026421"	16.494846	18.409012	16.670879	26.404345	64.143486	20.941704	1.91035	24.924128	60.818729
"ENSMUSG00000026424"	0	0	0	0.986766	2.430327	0.447872	0	0	0
"ENSMUSG00000026425"	17.542105	20.116013	18.890333	18.681362	8.148811	11.52754	18.246212	51.327671	53.130566
"ENSMUSG00000026426"	12.621029	13.519636	12.376369	9.535287	8.09573	5.17962	61.389	7.433754	11.601469
"ENSMUSG00000026427"	8.224689	4.826962	3.976577	5.765753	3.207998	2.843785	13.755941	3.564335	4.532537
"ENSMUSG00000026429"	0.401509	0.430494	0.094122	1.575298	0.130142	4.081379	0.886388	0	0.960533
"ENSMUSG00000026430"	2.726814	3.068733	2.876453	1.54336	0.577978	0.647631	55.657974	0.697434	0.855966
"ENSMUSG00000026433"	4.718294	5.913245	2.75721	1.467405	2.079514	1.460447	9.235245	2.200392	3.974713
"ENSMUSG00000026435"	0.737833	0	0	0	0	0	0	0	0
"ENSMUSG00000026439"	7.99536	5.946139	5.503435	6.087021	4.292178	5.540072	11.602664	5.55494	7.694711
"ENSMUSG00000026443"	6.015215	8.084846	5.651544	0.319012	0.423946	0	0	0	0
"ENSMUSG00000026447"	3.78774	3.277963	2.996116	6.748728	1.723501	3.388906	1.359726	22.835535	28.813377
"ENSMUSG00000026450"	0	0	0	0	0.024805	0	0.062924	0	0
"ENSMUSG00000026452"	0.83403	3.479056	3.705354	0.437137	3.338719	0.559358	0.37048	0	0
"ENSMUSG00000026455"	3.794687	4.632575	5.249061	6.001006	3.414134	3.054523	8.285778	5.235365	5.1169
"ENSMUSG00000026456"	7.228003	6.109346	4.829185	12.461077	5.902139	9.6875	44.123806	20.075689	14.884806
"ENSMUSG00000026458"	0.063862	0.32199	0.258911	3.48866	0.186	0.353377	1.276632	0.216005	0.434062
"ENSMUSG00000026459"	0	0	0	67.548637	1.59796	0	0	0	2.110414
"ENSMUSG00000026463"	23.998381	25.389854	25.250771	27.618233	38.228943	4.818017	0.321141	16.334734	29.451452
"ENSMUSG00000026468"	0	0	0	0	0	0.076381	0	0	0
"ENSMUSG00000026469"	9.491179	9.290994	10.721051	22.06078	10.388426	8.505739	52.700478	16.96487	22.530018
"ENSMUSG00000026471"	12.164968	5.929276	8.67633	5.007031	2.904922	1.444698	0.936485	2.483448	3.960783
"ENSMUSG00000026473"	53.677799	54.538147	58.51664	52.160816	36.650249	20.629391	16.466963	27.372084	46.769997
"ENSMUSG00000026475"	0	0	0	8.355577	2.208968	17.336582	0	1.947485	11.98875
"ENSMUSG00000026478"	251.790756	255.835953	280.337067	59.999374	47.649841	36.50798	1.257647	38.161903	93.497627
"ENSMUSG00000026479"	3.845958	3.188949	4.561324	1.512642	0.673442	0.391043	0	0.039159	0.597181
"ENSMUSG00000026483"	38.907162	31.631495	39.147018	12.772033	23.822092	10.711738	49.73378	9.975997	12.972402
"ENSMUSG00000026484"	15.300423	13.978747	15.971652	23.220287	8.475541	12.748575	27.977007	7.746024	14.47011
"ENSMUSG00000026489"	4.620872	2.221654	3.012106	8.160026	3.772382	2.216723	0.574527	1.737393	3.601295
"ENSMUSG00000026490"	42.163383	45.26931	43.995102	46.413979	36.21656	32.617058	0.079615	96.015991	75.301422
"ENSMUSG00000026492"	4.031775	4.822318	5.48701	8.662123	3.716506	11.55018	9.520023	3.54032	5.721874
"ENSMUSG00000026495"	1.080593	0.550249	0	0.706011	0.461604	0.64271	2.793242	0.781015	0.555259
"ENSMUSG00000026497"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026502"	6.442136	6.513132	9.832791	7.763937	3.942771	6.203112	6.36936	3.324251	5.043519
"ENSMUSG00000026504"	9.473816	9.010274	10.19932	6.314087	4.518154	4.0805	10.670854	5.4732	6.212894
"ENSMUSG00000026509"	46.555599	50.241409	55.27478	36.64632	18.821703	58.526756	7.866279	38.695152	38.356167
"ENSMUSG00000026516"	7.112969	6.767793	7.756882	15.722815	6.975399	9.119905	7.159297	6.475222	8.552274
"ENSMUSG00000026523"	0	0	0	0.001265	0	0	0	0	0
"ENSMUSG00000026526"	5.928768	6.020329	5.356054	8.539727	4.940098	14.905994	2.544561	4.392469	5.795317
"ENSMUSG00000026527"	0.185599	0	0.030199	0	0.267699	0	0	0	0.002846
"ENSMUSG00000026535"	0	0	0.448156	0	0	0	0	0	0
"ENSMUSG00000026536"	45.585861	65.151245	70.540306	7.334841	0.521512	7.957457	19.05872	2.403008	13.899304
"ENSMUSG00000026542"	0	0.143407	0	0	0	0	0	0	0
"ENSMUSG00000026544"	1.591842	1.528538	1.201725	0	0.511339	0	0	1.409932	2.625896
"ENSMUSG00000026546"	2.79511	3.905528	3.678288	3.250581	0.586717	1.760698	0.659171	2.94305	7.643353
"ENSMUSG00000026548"	0	0	0	0	0.035977	0	1.996442	0	0
"ENSMUSG00000026553"	69.222748	75.72097	86.328346	64.520737	34.788536	32.287071	51.094494	26.946404	48.581318
"ENSMUSG00000026558"	1.356663	2.035633	2.061307	8.438437	2.0215	13.898245	2.093915	1.150756	7.2146
"ENSMUSG00000026564"	0	0	0	1.160504	0.361472	0	0	0	0
"ENSMUSG00000026565"	7.031501	7.932745	7.814583	13.21473	7.237899	12.34659	12.973804	9.312834	8.409307
"ENSMUSG00000026567"	0.407227	0.094784	0.425729	0.322086	0	0.03057	0.502413	0.060426	1.557279
"ENSMUSG00000026568"	10.703744	11.259116	13.904855	7.374578	5.123813	6.026967	14.139649	6.27677	7.64897
"ENSMUSG00000026572"	0	0	0	0.071442	0	0	0	0	0.088079
"ENSMUSG00000026573"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026574"	177.937897	188.123459	207.604034	14.834325	18.227022	0.222333	0	0	1.137216
"ENSMUSG00000026576"	1.1931	1.87567	1.288374	7.168381	2.824091	18.389996	0	2.609018	0
"ENSMUSG00000026577"	5.057122	5.2133	6.731832	4.915223	3.052992	3.410377	4.712639	2.826534	3.532057
"ENSMUSG00000026578"	2.450157	0.708754	2.607543	1.979004	1.446817	2.024558	1.822764	1.695702	2.716707
"ENSMUSG00000026579"	0	0.534247	0.058546	0.033343	0	0	9.871868	0.125684	0.931773
"ENSMUSG00000026580"	0	0.49377	0	0.281703	0	0.2747	6.84709	1.510004	44.055626
"ENSMUSG00000026582"	0	0	0	0	0	0	3.67356	0.466342	17.825886
"ENSMUSG00000026584"	9.584176	5.953659	8.584596	8.794641	4.703547	4.857013	14.342203	6.671564	7.907935
"ENSMUSG00000026586"	55.795712	57.354874	57.206612	26.192608	14.991474	21.373329	0	1.167183	2.964854
"ENSMUSG00000026587"	0	0.101769	0.001026	0.900268	2.171382	0.623655	0	0.076941	0.528458
"ENSMUSG00000026592"	0	0	0	0.363327	0	0.456934	0	0	1.107487
"ENSMUSG00000026594"	3.743289	3.052295	2.51893	16.329588	1.809022	0.537899	0.524833	0.03072	0.285418
"ENSMUSG00000026596"	7.071083	7.505741	7.752026	10.900852	3.966568	18.190844	19.060652	4.611367	9.84216
"ENSMUSG00000026600"	8.548483	4.672181	5.899165	21.585657	5.113136	13.981319	63.170727	3.14326	3.923584
"ENSMUSG00000026601"	0	0.033631	0	0.946965	0.096415	0.307924	5.768649	0	0.050416
"ENSMUSG00000026602"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026603"	4.929167	7.589981	8.43729	8.669109	2.981136	11.938664	0.460993	3.008453	7.826052
"ENSMUSG00000026605"	0.768375	0.955905	1.188972	6.191298	0.39984	12.783438	0.44792	0.165482	2.809916
"ENSMUSG00000026608"	6.937027	6.927889	5.183749	7.941681	3.446149	5.990741	1.336274	3.859532	3.756933
"ENSMUSG00000026609"	0.168668	0.331589	0.027034	0.093219	0.009199	0	0	0.005402	0.015839
"ENSMUSG00000026610"	0	0.048982	0.107247	1.032586	0.786837	0	0	0	0
"ENSMUSG00000026611"	0	0.108866	0	0	0.02515	0.059893	0	0	0
"ENSMUSG00000026614"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026616"	0	0.359437	0	0.562092	0.509398	0.131771	1.367355	0.840249	1.008893
"ENSMUSG00000026617"	3.987801	5.39856	4.076166	6.742401	3.774462	11.847138	2.424824	2.518004	5.43737
"ENSMUSG00000026620"	1.617463	1.450374	1.703595	5.815113	15.764124	3.572325	0	1.526913	1.977446
"ENSMUSG00000026621"	0	0.852623	0.41822	0.290071	0	0	0	0	0.825283
"ENSMUSG00000026627"	2.751508	1.961631	2.241332	4.094707	1.910555	4.018262	13.216379	3.561224	5.81305
"ENSMUSG00000026634"	10.292087	11.405421	10.517657	9.92934	7.404159	9.278238	27.339689	10.541342	17.212111
"ENSMUSG00000026637"	13.09306	8.985854	7.054043	4.628	5.25551	1.932239	3.226754	2.377636	6.949692
"ENSMUSG00000026638"	0	0	0	0.778764	0.17551	0.655271	0	0.834889	0.562343
"ENSMUSG00000026641"	3.240458	2.42088	3.831233	3.833672	2.791058	5.895563	11.036472	4.791327	9.733012
"ENSMUSG00000026644"	0	0	0	0.105468	0	0	0	0	0
"ENSMUSG00000026645"	0	0	0	0.226821	0	0.037449	0	0	0
"ENSMUSG00000026648"	2.375018	2.502303	3.272372	6.509163	2.480323	2.283649	109.347076	1.725434	2.587074
"ENSMUSG00000026649"	1.651916	0.966994	1.674611	1.770764	1.577903	0.454869	0	0	1.588814
"ENSMUSG00000026650"	0	0	0	0	0	0	3.294159	0	0
"ENSMUSG00000026655"	1.191359	1.876952	2.918597	8.920377	12.421541	14.488258	289.205414	2.111593	1.572587
"ENSMUSG00000026656"	0	0	0	0.547098	1.967644	0.11987	59.863506	0	0.130396
"ENSMUSG00000026657"	21.409267	19.31255	16.754433	24.728334	12.742176	16.437189	1.564307	8.816699	24.21208
"ENSMUSG00000026662"	6.100342	5.035112	6.31237	6.547203	3.545449	11.598191	0.969938	2.871577	4.82395
"ENSMUSG00000026663"	10.833296	8.289137	10.918121	14.511072	5.996614	11.730085	22.734924	6.614745	7.415452
"ENSMUSG00000026664"	11.177258	12.573334	8.543155	6.281826	9.510654	4.636447	26.478355	3.35086	2.827175
"ENSMUSG00000026667"	6.787548	6.193347	7.572654	9.657339	4.027923	8.847128	17.920334	10.565701	14.556408
"ENSMUSG00000026668"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026670"	98.827919	131.647141	168.156784	24.879503	12.226329	18.649342	15.969514	14.381647	30.082954
"ENSMUSG00000026674"	87.87619	81.094406	82.515717	27.776827	16.452181	25.624592	0	3.172784	5.972723
"ENSMUSG00000026675"	5.20304	7.455037	4.994704	3.748486	2.124555	3.791267	0.307662	0.746306	1.1154
"ENSMUSG00000026676"	40.633633	18.175743	23.108658	5.328001	19.991228	2.661416	0	2.806946	4.165827
"ENSMUSG00000026678"	0	2.292462	2.810093	369.091522	674.311401	257.953888	1.334503	330.67041	173.665421
"ENSMUSG00000026683"	1.112103	1.051881	0.888168	8.863137	0.557713	17.691319	0.582183	0	3.66722
"ENSMUSG00000026686"	1.338443	1.936918	2.28385	0	0	0	0	0	0
"ENSMUSG00000026688"	5.777723	2.537504	3.251114	4.555711	9.493629	5.149511	0.499812	3.233712	5.263229
"ENSMUSG00000026691"	0	0.384293	0	0	0	0	0	0	0
"ENSMUSG00000026692"	0.646665	1.232949	1.427295	0.159431	0	0	0	3.297955	2.087694
"ENSMUSG00000026694"	1.875911	1.675495	1.318152	2.379696	1.161077	4.107484	9.2166	1.450439	2.072546
"ENSMUSG00000026696"	26.986965	21.845325	28.114685	14.12387	10.520638	11.602016	40.750492	16.141823	17.570471
"ENSMUSG00000026697"	395.284943	348.764008	302.883453	0.900011	2.411927	0.796912	0	0.316595	0.731707
"ENSMUSG00000026700"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026701"	17.055798	15.276401	21.561346	10.609428	8.126534	38.742775	116.676979	4.590909	8.984808
"ENSMUSG00000026705"	6.261494	5.99264	6.687949	7.937048	2.852608	4.560149	5.092011	6.233752	8.907814
"ENSMUSG00000026707"	3.270001	3.728127	3.365295	2.789648	2.766424	1.187235	14.99128	9.38566	5.640797
"ENSMUSG00000026712"	0.231218	0	0.117957	0.368023	0.049659	0.455514	34.153645	0.011242	0
"ENSMUSG00000026715"	1.413471	4.935657	2.663316	4.592778	0.844832	3.19569	6.700336	1.216116	4.436525
"ENSMUSG00000026718"	18.16106	16.585924	19.941313	30.577997	10.119152	21.896013	22.891523	10.571963	15.364056
"ENSMUSG00000026721"	42.747631	33.463173	38.443851	14.460772	12.963199	5.740542	13.324739	20.493172	24.134731
"ENSMUSG00000026725"	0.490748	2.274018	1.229872	0.299526	0.117197	0	0.145508	0.414588	0.494103
"ENSMUSG00000026727"	46.843647	38.229496	45.008076	31.288116	35.462498	28.799831	37.348022	38.423248	52.043442
"ENSMUSG00000026730"	4.350347	7.459403	8.938194	4.837996	4.505217	5.348117	0.096312	0.517858	1.01061
"ENSMUSG00000026734"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026737"	7.886593	5.207427	7.612626	7.464113	3.46215	2.997567	65.640488	3.800735	8.066067
"ENSMUSG00000026740"	19.912647	22.509838	20.70356	18.429186	9.801599	10.130847	17.723688	14.030159	17.161001
"ENSMUSG00000026743"	20.365662	20.445236	16.581541	27.154961	18.255079	21.218817	46.656986	25.27853	31.89328
"ENSMUSG00000026748"	122.033653	103.737656	114.233116	18.069202	18.733023	10.856783	0	1.377596	1.868368
"ENSMUSG00000026749"	3.65604	4.988323	4.62924	7.016313	2.71063	6.009194	38.380489	4.1981	6.487941
"ENSMUSG00000026750"	7.695208	7.503374	4.055823	12.123872	3.617843	18.594604	7.480529	2.753065	7.756444
"ENSMUSG00000026751"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026754"	6.736735	8.718777	9.203329	10.063409	7.102573	7.496502	7.374611	6.209764	7.485394
"ENSMUSG00000026755"	7.752975	10.722688	8.261573	8.95615	6.21569	10.304196	8.370414	4.810017	11.416356
"ENSMUSG00000026761"	33.1768	35.651997	35.509548	47.69331	21.852255	43.076744	25.429462	31.017933	42.224823
"ENSMUSG00000026766"	14.710251	15.710297	23.736561	16.126022	11.107708	24.13802	8.992994	5.053504	11.16734
"ENSMUSG00000026767"	12.749127	13.857877	8.967992	15.379402	9.834035	17.60483	78.333725	9.687295	11.839313
"ENSMUSG00000026774"	0.476674	0.325256	0.448842	0.689391	0.100051	0	1.553803	0	0.600912
"ENSMUSG00000026775"	22.221449	26.759769	25.472254	33.232582	17.223818	22.748272	44.628315	21.850868	26.446688
"ENSMUSG00000026779"	1.328834	1.418984	1.998369	2.379385	0.352101	5.909795	4.410573	0.849195	3.087221
"ENSMUSG00000026786"	20.107756	22.984394	21.528322	0.264381	0.200123	2.937599	156.432861	0.288092	0.433549
"ENSMUSG00000026790"	21.201689	16.370762	16.546677	14.784014	7.702538	12.952745	11.562064	9.319083	13.827399
"ENSMUSG00000026791"	5.316024	3.381555	3.428825	2.730444	1.523886	1.337669	0.454154	2.200352	2.866283
"ENSMUSG00000026792"	3.971945	8.194136	5.594716	4.892954	1.974759	3.468272	2.887556	1.943617	5.307465
"ENSMUSG00000026796"	13.670988	12.389152	11.467694	15.889544	5.152723	30.946991	20.870981	11.008265	26.937164
"ENSMUSG00000026803"	4.798846	4.542706	1.82472	3.286784	2.248738	2.662759	4.555156	4.097739	3.18897
"ENSMUSG00000026806"	3.450335	3.153098	2.509266	3.935241	2.134764	10.368255	2.533215	0.981654	2.231986
"ENSMUSG00000026807"	0.121115	0.116314	0	0.337921	0	0.074816	0.535104	0	0
"ENSMUSG00000026809"	0	0	0	0.310424	0.375652	0	0.449843	0.28775	0
"ENSMUSG00000026811"	10.927164	15.509392	6.834663	4.994404	3.259213	2.538056	2.70005	4.981848	7.822034
"ENSMUSG00000026812"	8.037259	5.300992	5.074767	7.626942	4.83116	4.983093	9.707743	4.691008	4.682723
"ENSMUSG00000026814"	39.399754	39.361408	42.17535	11.017101	11.896895	10.422736	1.184132	250.126114	261.489594
"ENSMUSG00000026816"	3.842168	6.641078	8.527239	7.191308	2.816525	10.099834	2.828719	5.003181	7.082606
"ENSMUSG00000026817"	3.776511	5.021696	3.167937	4.378444	1.006187	0	0	0.297515	2.725304
"ENSMUSG00000026818"	0	0.11092	0	0.573131	0	0.27199	0.39327	0	0.454493
"ENSMUSG00000026821"	9.508406	8.798384	8.304333	13.626007	4.1228	3.936141	50.409386	10.974172	24.156933
"ENSMUSG00000026826"	21.082697	10.824415	26.717749	15.835814	24.907148	24.022173	35.555019	12.068437	31.387779
"ENSMUSG00000026827"	1.841614	1.771318	2.148894	4.12657	1.047665	14.513439	18.077833	3.848246	6.604973
"ENSMUSG00000026828"	0.636168	0.526595	0.791758	0	0.05963	0	0	0	0
"ENSMUSG00000026832"	0	0	0	0.145894	0.133523	0	47.671986	0	0
"ENSMUSG00000026833"	17.952028	14.599518	17.413942	21.680723	8.274677	7.199933	4.007272	0	1.685714
"ENSMUSG00000026835"	0	0	0	0.22385	0	0	0	0	0
"ENSMUSG00000026837"	141.776291	169.177902	188.243347	40.078106	9.514893	9.669521	0	0.259657	2.080606
"ENSMUSG00000026839"	0	3.033244	0	1.448766	0.222738	0	0	0.692186	0
"ENSMUSG00000026840"	2.505276	0.734349	1.909975	0.641406	5.070738	0.059195	0	0	0.224119
"ENSMUSG00000026841"	0	0.632481	0	0.504063	0	0	0	0	0.754073
"ENSMUSG00000026842"	20.694479	21.459978	17.969955	19.700802	13.13544	13.809428	8.740648	12.092307	17.259295
"ENSMUSG00000026843"	7.618642	7.492274	6.754282	11.007029	4.400696	11.794591	1.280045	4.01888	7.193655
"ENSMUSG00000026848"	10.24188	9.968183	12.896477	8.447631	4.919959	8.646485	7.19016	5.559583	7.169781
"ENSMUSG00000026851"	7.064452	5.913534	7.544438	4.861932	4.04729	5.830543	16.977715	5.513573	5.1005
"ENSMUSG00000026853"	9.184352	8.231947	7.464994	7.551366	4.962439	3.459139	9.955409	7.592711	6.129055
"ENSMUSG00000026856"	4.849191	7.56503	11.111104	6.405565	3.192385	2.819032	3.000418	2.563148	6.978686
"ENSMUSG00000026857"	6.236137	6.123727	4.240206	9.786562	3.963665	5.666203	1.6389	2.604446	4.718589
"ENSMUSG00000026858"	5.116055	4.710956	4.329676	6.521589	6.324487	4.455694	0.375145	1.132806	1.956958
"ENSMUSG00000026860"	8.801884	8.337963	7.159512	8.187614	5.855187	4.232734	3.60105	9.915131	11.912968
"ENSMUSG00000026866"	0	0.164535	0	0	0	0	0.159193	0	0
"ENSMUSG00000026869"	6.029125	4.943508	4.378304	4.40732	3.837362	11.839407	5.332831	5.389196	5.602025
"ENSMUSG00000026870"	0.413106	0	0	0.191868	0	0	0	0	0.253883
"ENSMUSG00000026872"	100.132095	80.511124	84.02314	135.881226	73.589661	76.283112	258.29715	9.015869	14.885583
"ENSMUSG00000026875"	0	1.421445	1.219127	0.64557	0.05658	7.128068	39.425972	1.642888	3.677114
"ENSMUSG00000026878"	37.972633	43.325386	43.786121	69.699051	36.188507	36.860027	80.453468	41.948978	45.484474
"ENSMUSG00000026879"	5223.85791	3697.7854	4485.447266	47.707722	73.92907	12.387243	154.388763	1.626112	7.108929
"ENSMUSG00000026882"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026883"	6.295897	8.679927	7.64869	12.588169	12.062312	6.884555	5.302439	37.800415	31.045589
"ENSMUSG00000026885"	0.384013	0.643454	0.258006	1.502905	0.314759	0.254117	0.161584	0.156924	0.502731
"ENSMUSG00000026887"	7.008704	5.911407	5.795346	6.136084	2.45412	5.594783	1.428626	13.927976	20.78713
"ENSMUSG00000026889"	9.185084	8.977666	10.390263	15.849615	7.118186	8.942665	16.174257	15.066236	25.570074
"ENSMUSG00000026894"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026915"	3.243218	2.058439	4.002126	4.249076	1.773461	2.993743	7.920175	6.782732	5.609439
"ENSMUSG00000026917"	4.465819	6.340474	5.439553	10.270543	3.670081	13.168386	10.000276	3.752734	6.386403
"ENSMUSG00000026918"	10.156124	10.40659	10.539316	18.150949	8.115385	13.932261	7.309896	7.563658	9.452923
"ENSMUSG00000026919"	0	0	0	0	0	0	0	0	0.683458
"ENSMUSG00000026921"	0.409365	2.900963	1.32873	2.404724	1.516185	0.700823	0.72858	257.256805	268.948425
"ENSMUSG00000026922"	4.465756	4.090477	2.653277	1.715028	1.878725	2.558079	12.647488	80.667519	42.316864
