"gene"	"Young.Resolving-Mac.D2_2"	"Young.Resolving-Mac.D2_3"	"Young.Inflammatory-Mac.D2_3"	"Young.Resolving-Mac.D2_1"	"Young.Inflammatory-Mac.D2_1"	"Young.Inflammatory-Mac.D2_2"	"Young.FAPs.D2_1"	"Young.FAPs.D2_2"	"Young.FAPs.D2_3"	"Young.MuSCs.D2_1"	"Young.MuSCs.D2_2"	"Young.MuSCs.D2_3"	"Young.ECs.D2_1"	"Young.Neutrophils.D2_1"	"Young.ECs.D2_2"	"Young.Neutrophils.D2_2"	"Young.Neutrophils.D2_3"	"Young.ECs.D2_3"
"ENSMUSG00000066043"	5.932162	7.114607	7.746006	4.916447	8.279733	2.637048	6.625453	5.897442	5.908334	7.048849	9.74243	12.255337	16.319729	7.252236	12.362457	10.442852	11.22526	4.318984
"ENSMUSG00000066058"	0	0	0	0	0	0.505995	0	0.709722	0.717422	1.105935	0.856472	3.01389	1.394613	0	0.254874	0	0	0.411185
"ENSMUSG00000066090"	0	0	0	0	0	0	0	0	1.13714	0.060088	0	0	0	0	0	0.420939	0	0
"ENSMUSG00000066861"	29.309578	25.595356	29.557137	15.566682	51.430382	10.492797	0.319254	1.013428	1.104995	0	0	0.275299	2.087525	9.591962	0.444349	12.315537	6.243182	0.164603
"ENSMUSG00000066952"	0.695407	1.29264	0	0.218856	1.180623	0.392296	0.782138	0.839009	0.575359	0.405053	0.810794	1.549348	3.642028	0	1.449292	0	0.957536	0.627103
"ENSMUSG00000067724"	0	0	0.447058	0	1.006538	0	0	0.259384	0.216103	0.066573	0.594414	0.854365	0	0.482493	0	0.177324	0.249194	0.208112
"ENSMUSG00000069733"	0	0	0	0	0	0	0.139041	0	0	0.139931	0.586629	0.939627	0	0	0	0	0	0
"ENSMUSG00000070464"	3.355542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000070473"	0	0	0	0	0	0	0.455755	0	0.066259	0.031787	0.099505	0	0	0.00354	0	0	0	0
"ENSMUSG00000070498"	0	0	0	0	0	0	0	0	0	0	0.289192	0	0	0.747851	0	1.364493	2.292465	0
"ENSMUSG00000070577"	0	0	0	0	0	0	0	0	0	0.016778	0.190361	0	0	0	0	0	0	0
"ENSMUSG00000070691"	38.279938	53.722305	40.835304	20.585684	26.927738	12.123705	0	0.638392	0	0.124675	0	0.252163	0.482353	6.585979	0	9.186387	9.111739	0
"ENSMUSG00000070733"	26.845324	22.668955	21.808813	14.019156	18.463549	5.733002	5.040455	10.246581	7.800565	4.960032	13.005477	23.893597	84.834915	17.830185	45.737782	21.970087	25.014376	17.81184
"ENSMUSG00000070780"	57.533497	59.037418	44.52066	37.282982	83.499664	20.034119	0	0	0.034102	0.0379	0	0.020078	0	50.055679	0	84.691124	93.278893	0
"ENSMUSG00000070867"	0	0	0	0	0	0	6.40861	8.463959	9.25842	1.385123	1.257655	2.061564	0	0	0.369242	0	0	0.253147
"ENSMUSG00000070877"	0	0.467376	0	0	0	0	0	0	0	0	0	0.356522	0.521534	0	0	0.26205	0	0
"ENSMUSG00000072694"	2.430226	3.764622	7.162525	6.982606	4.178314	1.856642	6.868707	13.902817	10.393364	1.833105	7.757377	8.037668	9.16632	2.262222	1.390669	4.749061	2.061785	0.519248
"ENSMUSG00000072720"	0.167338	0.129954	0.233403	0.220484	0	0.085712	0	0.02107	0	0.237034	2.076557	3.287127	0	0.041629	0.410832	0	0	0.12185
"ENSMUSG00000072889"	28.628576	26.083929	33.213715	24.928715	25.050463	11.864929	6.754405	12.636611	8.815655	3.728385	9.721395	10.88138	7.00632	9.693432	3.120886	12.181033	9.828661	1.372133
"ENSMUSG00000073700"	2.510658	4.560382	2.879021	4.109073	4.440766	1.612037	4.132445	5.670953	4.833553	4.280247	4.228257	7.35517	3.142117	3.802979	2.468875	3.387265	3.391828	1.678817
"ENSMUSG00000073775"	1.911657	4.367182	2.543031	2.758449	7.776129	1.333986	8.351974	9.913208	10.666617	4.637232	5.821514	6.620233	8.411704	2.875265	3.632416	4.792207	2.990695	1.341076
"ENSMUSG00000073792"	3.76124	3.129106	4.852345	2.551073	1.403315	1.34446	4.692242	4.481126	8.504411	2.798377	6.069888	5.05338	3.535228	0.471565	2.612276	0.480479	1.333392	0.752217
"ENSMUSG00000078350"	0	0	0.151862	0	0	0	1.548154	3.753294	2.885888	0.583357	0.476282	0.905974	0	0	0	0	0	0.114077
"ENSMUSG00000078515"	43.511177	46.45842	41.917717	28.678747	33.722584	15.516973	9.784888	13.968047	14.881415	5.366625	9.470243	10.309542	22.046701	20.175207	7.292925	24.823032	27.542807	2.793347
"ENSMUSG00000079562"	22.792543	22.092548	18.413578	14.832643	24.736673	8.399487	20.234261	25.644594	20.724644	8.478074	17.116249	20.1446	15.212809	17.260384	8.402378	21.446705	24.177145	2.872544
"ENSMUSG00000082361"	0	0	0	0	0	0	0	0.552219	0.910508	1.114312	1.711534	2.216397	0	0	0	0	0	0
"ENSMUSG00000084845"	0	0	0	0	0	0.178193	0	0	0	0.158486	0.087103	0	3.36556	0.187764	0	0	0	0
"ENSMUSG00000089992"	0.026062	0	0.018705	0	0	0.007579	0.05808	0	0.025377	0.012701	0	0.028375	0	0.018825	0	0.043459	0.028993	0.006309
"ENSMUSG00000090061"	0	0	0	0	0	0	0	0	0	0	0.069229	0	0.008638	0.152204	0	0.063019	0.200888	0
"ENSMUSG00000094840"	0	0	0	0	0	0	0	0	0	0	0	0	0.783829	0	0.852053	0	0	0.201887
"ENSMUSG00000106918"	30.621349	40.089993	16.169996	18.548649	59.107063	9.902987	50.457775	53.084934	52.356609	10.731524	18.460394	22.201488	21.900764	33.789944	6.476682	43.184879	52.871998	2.144205
"ENSMUSG00000107283"	8.616903	11.377951	10.82588	8.617464	5.319202	5.68485	11.037188	15.900057	12.231897	3.749659	11.444352	10.858208	10.394543	7.986917	5.844724	9.607458	10.007763	1.882334
"ENSMUSG00000000058"	11.246579	12.636094	13.085559	11.482769	14.91448	7.570681	11.025325	12.462654	18.147558	8.195819	8.943052	16.646997	130.495819	3.386005	139.536072	4.230027	4.365566	55.552109
"ENSMUSG00000000184"	3.568495	4.280056	2.248255	2.751864	5.216937	0.349435	17.792854	19.488008	20.813187	8.352441	8.951912	15.665549	25.075287	13.976542	12.778849	21.663624	26.833199	5.97396
"ENSMUSG00000000399"	6.019041	7.610479	8.939521	6.409424	9.308348	3.576163	10.750967	9.331466	9.143177	3.917809	6.790767	9.364758	4.793588	2.502318	2.617194	3.074272	2.069925	1.411093
"ENSMUSG00000000416"	0	0	0	0	0	0	0.690488	0.207178	0.194376	0.297491	0.813561	0.943382	8.317651	0	1.967066	0.055195	0	0.646859
"ENSMUSG00000000439"	7.55411	6.141214	7.363704	6.689638	7.983532	2.247203	3.983907	5.732275	3.738381	3.286585	6.729968	6.5502	6.348539	8.215788	4.506357	12.994364	12.199185	1.64943
"ENSMUSG00000000440"	18.453348	22.456942	13.124925	18.11664	26.315557	5.823742	1.345719	1.054709	2.406062	1.749645	0.73583	1.323029	16.090132	1.868864	20.698252	2.60453	1.621307	7.57719
"ENSMUSG00000000441"	29.131361	31.741112	31.797728	26.457827	35.969009	10.163697	14.962778	23.655708	23.835749	10.977756	25.666433	30.258171	25.834507	38.512943	12.077859	57.339031	71.114243	5.321691
"ENSMUSG00000000938"	0	0	0	0	0	0	6.324788	9.909199	6.112401	2.532845	5.720112	6.500243	0.242648	0	0	0	0	0.221278
"ENSMUSG00000001158"	15.516883	18.117226	17.995909	10.037554	21.197674	5.621522	19.832203	19.961315	18.506382	9.514093	16.019117	18.492073	11.885954	10.534038	9.116019	13.043759	12.631287	3.029383
"ENSMUSG00000001424"	36.065182	30.496689	35.928589	25.452997	57.707523	12.627107	42.773754	59.618721	57.282452	11.059015	24.071787	26.352015	23.545521	8.583324	7.616031	18.284891	11.481638	2.615622
"ENSMUSG00000001518"	1.027774	0.600457	2.642975	0.746996	1.682395	0.333772	3.395576	3.290423	3.757244	2.242003	4.783626	6.808209	3.284328	0	1.867709	1.032194	0.385467	0.783715
"ENSMUSG00000001521"	0.072907	0.140627	0.057046	0	0	0.054647	10.506421	13.135055	12.013537	3.437526	7.844307	11.227043	4.968633	0.519106	1.441143	0.20334	0	0.819065
"ENSMUSG00000001632"	17.519356	22.647009	16.87915	12.335033	28.869507	6.585503	4.309182	6.979126	6.28566	4.529561	9.25381	13.023693	10.137989	14.192274	4.473116	22.066259	21.15097	1.795272
"ENSMUSG00000001761"	0.672074	0.603143	1.189481	0.610881	0.034345	0.449547	17.803303	20.346537	19.477884	4.494775	13.907183	15.558436	3.349147	0.196186	0.674336	0.036158	0.221995	0.249706
"ENSMUSG00000001847"	113.247757	108.384026	113.626427	100.684883	137.000031	43.553085	90.82032	114.52652	87.664894	30.577776	37.621563	53.102108	78.896477	48.139206	46.92342	90.541389	86.254356	19.466599
"ENSMUSG00000002083"	2.277414	4.705917	2.14893	1.829164	1.435412	1.720161	0.39625	1.410312	0.378715	0.316687	1.029456	0.982301	1.540369	1.927314	3.069732	1.311926	1.729671	1.507361
"ENSMUSG00000002210"	10.236206	10.479604	11.830145	8.08987	11.531793	3.696907	3.621389	4.769107	4.272006	2.52004	5.350658	5.241173	5.456504	8.145456	3.026333	13.401667	11.05152	1.321041
"ENSMUSG00000002984"	3.619423	6.403521	2.339691	2.973513	9.323853	1.572877	10.191985	13.437376	18.193071	9.078557	5.940044	11.186886	3.767991	1.579999	1.633097	4.437245	3.526678	0.648053
"ENSMUSG00000002985"	3299.736816	2863.050537	4806.361328	4821.043945	425.667847	2320.7146	1.83699	4.641901	3.251004	2.626641	51.303127	27.260014	23.48238	315.35376	23.32513	309.446991	198.159851	10.255007
"ENSMUSG00000003123"	10.300295	10.953462	13.86854	6.10778	7.669274	3.146332	0.060438	1.807281	0.91624	0.149957	2.327641	1.817023	34.094238	7.277596	35.394653	10.775842	11.215865	15.087164
"ENSMUSG00000003380"	14.295815	19.578846	18.821121	19.815756	16.893665	9.984226	18.151548	25.73987	18.436829	4.123825	8.391499	11.51413	10.5347	20.906273	15.076491	32.889278	23.266752	4.047026
"ENSMUSG00000003452"	0	0.030973	0.03956	0.016219	0.049248	0	0.298892	0.313765	0.720606	0.993229	2.39399	1.884479	0.489715	0.003735	0.450729	0.062403	0.023942	0.20238
"ENSMUSG00000003477"	0	0	0	0	0	0	0	0	0	0	0	0	0.004557	0	0	0	0	0
"ENSMUSG00000003545"	196.772202	143.623871	145.709885	170.943207	140.333984	79.544662	168.385925	186.648621	177.046356	43.933929	100.160805	141.455078	68.020096	193.235153	23.551964	192.556534	210.010208	10.299091
"ENSMUSG00000004263"	8.269217	8.680092	11.429628	6.980192	9.533031	3.246394	23.294298	25.089096	29.521358	8.034241	23.736275	23.532114	14.31219	11.486995	7.265017	22.216934	17.991148	2.527053
"ENSMUSG00000004268"	20.80728	18.272818	20.406776	11.949525	29.054371	5.545133	25.682308	29.50691	36.010612	17.336824	17.64517	22.922287	18.160507	12.461982	8.166331	18.76684	12.788363	2.186798
"ENSMUSG00000004540"	0	0	0	0	0	0	0	0.171014	0	0.218357	0	0	0	0	0	0	0	0.038364
"ENSMUSG00000004631"	0.260532	0	0.249676	0.132022	0	0.041678	26.422594	28.981363	24.862894	6.601038	17.037123	25.264996	15.686172	0	8.344768	0	0	3.276498
"ENSMUSG00000004654"	0	0	0	0	0	0	0	0	0	0	0	0	3.052909	0	0.651905	0	0	0.5456
"ENSMUSG00000004655"	0	0	0	0	0.447512	0	2.911376	3.023254	3.562819	1.551019	3.256909	4.938946	232.233551	0.523715	660.976257	0.763541	0.63507	233.223404
"ENSMUSG00000004902"	2.800653	4.140326	2.454443	3.258397	3.654087	1.281843	1.098601	0.610983	0.65625	0.559088	1.512828	1.328253	0.91669	10.471052	1.050789	14.190357	13.242354	0.512358
"ENSMUSG00000005225"	0.702561	0.3874	1.122802	0.678036	0.357262	0.73175	2.166957	2.534564	2.216465	0.846681	2.966299	1.876613	3.297639	0.19484	1.806998	0.193404	0	0.772087
"ENSMUSG00000005362"	11.214343	13.436274	18.07823	10.760538	7.184395	6.882915	7.686907	8.102685	7.590585	4.331544	10.882338	9.54219	14.856144	8.532223	9.693712	11.598661	16.921478	4.101693
"ENSMUSG00000005575"	23.336515	14.106017	19.260326	13.847749	27.50835	7.185178	23.532713	31.612375	31.167297	16.627306	15.406223	21.727468	15.950916	10.544664	6.596975	17.29566	14.684124	3.031569
"ENSMUSG00000005667"	10.232027	13.508524	7.726275	4.130951	13.093706	3.142017	14.410307	14.979415	17.857899	12.164143	4.52699	6.985745	2.176626	3.250083	0	5.778241	3.797497	0.220561
"ENSMUSG00000005892"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000005893"	18.151747	19.469471	13.727134	17.116879	11.809991	6.431005	10.455997	13.27188	12.961535	9.50183	20.677189	21.22241	27.13068	17.479723	12.491697	28.823553	33.292419	4.758065
"ENSMUSG00000006269"	0	0	0	0	0	0	0.13644	0.215428	0.579622	0	0	0.166816	0.357656	0.114862	0	0	0	0
"ENSMUSG00000006906"	6.737515	7.408541	9.042179	6.244106	5.575132	3.463864	2.961764	6.015354	5.007517	1.751725	3.666407	3.93416	4.518065	2.44849	2.553523	2.394565	2.545732	0.978203
"ENSMUSG00000007458"	59.665356	60.828011	81.608391	58.333004	71.570152	28.499249	15.60001	20.990416	20.028137	10.834615	14.717661	21.87439	15.708373	49.209019	9.536804	68.257935	60.892139	4.149475
"ENSMUSG00000007655"	1.93032	0	0	1.343112	1.117076	0.238693	184.405136	232.776962	237.191116	52.027748	134.128815	173.498108	775.331482	2.091721	637.916748	3.692366	1.193754	237.8992
"ENSMUSG00000008036"	33.044682	36.972214	35.862183	25.788954	59.636936	18.004066	30.166218	34.681831	30.134047	9.09359	10.013392	16.122585	19.202915	27.502356	7.234674	28.433973	22.160402	2.650546
"ENSMUSG00000008153"	0	0	0	0	0	0.074731	0	0	0	0.279163	0.280744	1.055994	0	0	0	0	0	0.036583
"ENSMUSG00000008373"	6.114463	5.968072	4.654822	4.566776	7.356448	3.878233	7.616315	9.003652	11.235338	5.525431	4.2955	5.723247	4.732224	2.406208	2.920296	4.107254	4.021565	0.744972
"ENSMUSG00000008845"	3.080204	1.657535	3.433403	3.953995	2.031857	1.724373	0	0	0	0.150307	0.792394	0.816145	0	4.281798	0	6.333575	1.183405	0
"ENSMUSG00000011263"	0	0	0	0.192406	0.069002	0	0	0.013991	0.120355	0.080396	0	0	11.482126	0	1.797447	0.041222	0.085752	0.649466
"ENSMUSG00000014550"	3.192191	3.677765	4.311624	3.022487	5.277929	1.337417	6.510954	7.599616	7.028897	1.883081	4.337391	4.502547	6.886909	2.937223	2.941823	4.14998	5.574363	1.169791
"ENSMUSG00000014551"	2.830274	2.936911	1.242774	2.346163	4.878403	0.879211	3.277876	2.112592	2.766039	2.434956	3.018347	6.279211	5.864789	0.806237	1.895359	2.213824	2.136993	0.720257
"ENSMUSG00000014554"	9.274691	8.150908	9.726464	7.878225	6.834536	3.033877	6.662454	7.309345	5.05515	1.488125	6.192194	5.874166	9.213307	5.684496	3.806583	3.454863	7.477387	1.733228
"ENSMUSG00000014686"	1.361993	2.355088	0.45191	1.210564	0.61272	0.252193	0	0	0.267881	0	0	0	0.251302	5.102358	0	8.422543	7.841569	0
"ENSMUSG00000014704"	0	0	0	0	0.13892	0	0.973467	0.488247	0.938891	0.510981	1.449174	2.232448	3.973719	0	2.830108	0	0	1.388277
"ENSMUSG00000014748"	12.447058	13.209359	16.298639	12.520929	10.452548	6.773435	14.117382	19.324217	17.508366	3.786359	6.305426	7.292306	7.573046	7.111335	6.565444	11.359557	9.20721	2.228979
"ENSMUSG00000015053"	0	0	0	0	0.243426	0	0.552768	0.348792	0.500759	1.98592	2.196699	2.553727	16.227068	0.154927	27.865734	0.084827	0.085421	10.625299
"ENSMUSG00000015733"	204.682877	199.34996	217.882889	163.748978	303.050842	78.463554	48.183636	57.501694	60.686466	22.272766	50.561726	57.60569	55.754501	83.595665	26.339951	141.227432	135.704361	10.613923
"ENSMUSG00000015766"	32.293633	33.480064	18.319118	19.679951	119.940697	8.440775	22.382236	26.552853	23.009418	11.926957	4.753458	9.183537	7.452366	28.037428	3.788618	45.03558	32.958385	1.272851
"ENSMUSG00000016510"	5.162484	1.787269	5.087366	3.866747	1.999162	1.3179	2.243793	2.605965	1.962849	1.049135	2.928801	2.153905	5.704266	1.929265	2.864025	3.375637	2.439856	0.866547
"ENSMUSG00000018999"	7.025373	6.126495	6.832336	7.227332	6.673734	3.450908	9.839675	13.136844	10.953589	2.056219	4.534602	4.402493	5.021604	1.542888	1.978505	3.226196	0	0.856994
"ENSMUSG00000019158"	7.132327	4.85219	5.586202	4.211932	11.205922	1.99658	3.646029	4.884659	2.747219	0.705822	0.886711	0.389149	3.044405	2.391952	0.809191	3.409045	3.075765	0.884291
"ENSMUSG00000019689"	5.090983	2.473274	2.886881	3.070766	4.173205	0	3.389732	3.82092	5.712714	1.999376	3.492856	7.532542	3.651647	2.389907	1.348402	0.541269	1.271649	1.21609
"ENSMUSG00000023140"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000023191"	1.733762	1.412963	3.788591	4.578199	0	2.355267	11.999588	15.233485	13.40831	2.399693	3.677148	6.086226	1.91314	0.175943	0.23006	0	0.695607	0
"ENSMUSG00000024104"	41.511822	59.293331	50.671959	37.882854	70.45282	27.330357	9.947437	14.550848	14.701252	5.850525	13.441363	14.543336	18.624605	71.168991	6.682615	104.053322	113.134186	3.175297
"ENSMUSG00000024211"	0.025223	0.333618	0	0	0	0.000951	0.749426	0.249907	1.115637	0	0	0.212054	0	0	0	0	0	0
"ENSMUSG00000025608"	0	0.440011	0	0.490323	0	0.149203	0.352368	0.626963	0.357868	1.677504	1.669164	2.27997	107.163582	0.772483	105.434067	0.900656	0.645623	43.926563
"ENSMUSG00000025702"	9.285463	7.477309	10.482283	9.137798	9.115182	3.978113	7.548535	10.947486	9.805357	3.697747	13.687688	13.054932	10.233355	14.386929	3.956161	36.928661	31.272429	2.329864
"ENSMUSG00000025823"	26.536419	27.305494	28.989672	23.524855	68.943298	13.547783	117.607956	139.365448	126.569984	14.069164	22.691504	32.737167	24.388186	16.529276	7.890927	26.125418	16.627651	3.640049
"ENSMUSG00000025854"	6.843362	10.325303	12.218094	14.92388	15.971534	7.114079	2.663452	3.521442	2.636553	1.071667	2.874231	5.735138	0.466406	17.39749	0.131015	31.232691	14.347299	0.11213
"ENSMUSG00000025858"	10.84973	10.518271	6.937486	6.801114	11.278215	3.185313	8.336048	12.239474	11.23701	4.014677	5.810973	7.845885	4.342907	6.060735	2.327716	9.012856	8.668018	1.075818
"ENSMUSG00000025889"	0	0	0	0	0	0	0	0.158094	0	0.004538	0.034772	0.495712	0	0	0.156484	0	0	0.267335
"ENSMUSG00000029517"	0	0	0	0.663662	0	0.202188	0	0	0.293364	0.118465	0.467611	0	0.223849	0.463203	0	0	0.481516	0.043314
"ENSMUSG00000029553"	13.883136	6.940917	20.248613	14.200619	17.985918	7.529423	0	0	0	0	0	0.004204	0	4.078567	0	7.925018	3.070693	0
"ENSMUSG00000029554"	3.728626	5.490797	4.179786	3.936715	3.008808	2.281211	6.84625	8.043726	6.812154	2.613529	5.798124	9.285173	4.367745	3.248021	2.861017	5.555212	5.276309	0.942158
"ENSMUSG00000029557"	1.612582	3.584079	5.248432	3.220402	5.366439	2.277658	1.193266	1.58475	0.755905	0.362238	1.245866	1.148725	0.42848	0.914046	0.798134	3.267933	1.643174	0.298797
"ENSMUSG00000029560"	21.090868	20.423786	24.519985	25.037832	27.150694	13.046661	3.577812	3.929254	3.212898	0.74858	2.299996	3.610876	1.471482	14.339512	0.438259	24.289457	16.273355	0.422364
"ENSMUSG00000029563"	0	0	0	0.002756	0.006739	0	0.234744	0.417695	1.123515	0.189534	14.544655	7.960828	0	0	0.123733	0	0	0
"ENSMUSG00000029571"	11.806458	12.822039	18.079523	14.772084	7.354197	6.504541	20.785286	21.255651	19.983025	5.23681	17.271507	20.843405	18.395378	5.724952	10.424337	7.944858	9.597622	4.365009
"ENSMUSG00000029576"	0	0	0	0	0	0.200212	2.003635	2.068372	2.479476	0.582339	0.597943	1.371612	0.617131	0.125786	0.189839	0	0	0.046265
"ENSMUSG00000029581"	0	1.795413	2.615363	2.434888	0	0.617935	80.395416	85.355392	97.956429	27.819159	42.060017	45.729046	100.499199	0.253132	28.470709	0.637201	0.195541	9.581417
"ENSMUSG00000029586"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064601	0	0	0
"ENSMUSG00000029613"	13.880647	16.09762	14.394612	8.688766	10.457988	5.32186	8.549176	8.839761	7.323625	3.122288	9.455517	9.689175	7.858053	9.436855	3.326128	11.631127	11.386949	1.348727
"ENSMUSG00000029622"	132.240311	164.686966	128.545715	105.672783	275.179321	68.447067	68.749107	98.940636	89.34951	18.039606	24.130569	34.122387	57.504608	140.325867	26.668911	222.313156	191.165161	9.34024
"ENSMUSG00000029627"	0.921152	4.372447	1.260934	0.835515	0.477639	1.460926	0.281521	0.493296	0.2394	0.28507	0.478326	1.012961	1.472723	0.214449	0.929704	1.795553	2.422653	0.336813
"ENSMUSG00000029635"	15.644195	10.437109	14.625361	9.913121	13.764234	4.485427	10.901764	14.407917	17.046749	8.719426	18.411089	28.037777	10.670016	7.348786	7.178128	15.367117	12.176373	1.931134
"ENSMUSG00000029640"	36.867348	38.35968	60.798042	35.598621	30.997765	20.352943	7.222712	8.455935	8.952207	5.016344	11.663677	12.398197	15.797406	13.325634	8.705604	18.541819	18.22065	2.50843
"ENSMUSG00000029642"	40.205566	39.714493	34.316982	29.354355	42.247299	14.210113	36.880562	37.558491	41.588772	16.540937	25.076166	29.23329	25.161158	14.423875	5.851803	27.908474	26.499657	3.256076
"ENSMUSG00000029650"	16.147152	21.906496	18.631935	17.821884	4.584947	8.509227	0	0.653092	0.987592	0.272503	0.672584	1.03469	6.185943	3.28221	3.322871	2.964477	1.593557	1.097789
"ENSMUSG00000029661"	1.696958	1.028408	1.62683	2.616829	0.267687	0.640694	969.587402	1247.21875	978.194824	48.157948	145.655716	263.335114	24.35643	0.281269	1.101751	0.01171	0.459554	0.713392
"ENSMUSG00000029687"	14.251575	14.581929	15.854286	12.442344	9.7007	5.414053	16.106138	16.376957	21.631603	15.932652	35.197403	40.957535	13.743893	16.785147	1.994079	19.541964	23.267418	1.203256
"ENSMUSG00000029706"	0	0	0	0	0	0	0	0.250092	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000029735"	1.794578	3.534772	4.503909	2.947623	0.80027	1.748256	0.546496	0.48898	0	0.571402	3.320692	1.921806	4.012075	0.478653	1.497745	0.400897	0.589445	0.632625
"ENSMUSG00000029736"	0	0	0	0	0	0	0	0	0	0.038872	0	0	0	0	0	0	0	0.083202
"ENSMUSG00000029752"	0.638231	0.682296	0	0.329022	0	0.053554	18.142921	17.728411	24.935471	6.610878	1.639328	2.304446	4.373803	2.693099	2.984084	4.128048	1.900955	0.995019
"ENSMUSG00000029762"	1.227692	1.268716	6.596267	1.921845	5.45685	2.121148	27.390066	27.59313	32.105179	9.596784	15.904674	23.407944	6.811948	0.725093	0	3.859336	2.835583	0
"ENSMUSG00000029763"	28.908064	33.610664	30.245813	20.208113	19.159332	11.325661	14.515929	15.119633	16.419462	5.193965	23.297264	22.68972	26.809908	19.244169	12.601007	26.890383	25.280235	4.943179
"ENSMUSG00000029771"	56.298145	66.272385	53.295784	37.147823	83.469704	18.038614	2.497842	1.856363	1.961794	0.358626	0.337173	0.4862	0.221099	16.809738	0	31.708258	21.212009	0
"ENSMUSG00000029776"	10.623218	13.203497	12.770939	11.704148	12.378946	5.603495	17.816002	17.81525	20.696396	5.34484	18.757959	16.416227	11.494843	4.958265	7.231026	8.113187	7.057794	2.634984
"ENSMUSG00000029777"	13.237871	13.321973	14.314973	8.528189	23.41683	5.143103	59.501366	66.539635	72.308556	19.26021	18.453882	19.697807	19.830755	9.066061	7.66467	14.591394	12.325186	3.567973
"ENSMUSG00000029778"	0	0	0	0	0	0	3.14641	2.856625	5.099357	1.247308	3.554788	3.080123	0	0	0	0	0	0.035889
"ENSMUSG00000029781"	0.510167	0	1.616137	1.332029	0.52728	0.685783	49.652313	63.147533	57.379509	8.030528	15.658899	28.749481	23.354116	0.424886	7.969127	0	0	3.995176
"ENSMUSG00000029782"	9.471931	9.543293	12.469495	6.140163	9.317103	2.396051	10.231267	7.936865	12.598573	6.71463	10.197089	10.715275	7.935631	3.799084	4.748667	6.363019	5.272138	1.867651
"ENSMUSG00000029790"	0.867333	0.638061	1.130019	1.973372	0	0.462186	2.087756	2.693003	3.205628	2.429392	14.01463	18.590122	3.545425	0	1.827864	0.673466	0	0.445021
"ENSMUSG00000029802"	1.578121	1.752575	3.379547	2.541754	0.947287	1.47671	11.287405	9.265375	7.562667	3.024804	4.80703	7.529688	45.607872	1.089224	33.067604	0.708405	0.468021	14.376157
"ENSMUSG00000029811"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000029816"	177.776611	271.325592	558.747253	391.539093	138.46933	222.341217	2.062579	2.280313	1.709224	0.358286	0.597018	0.278288	0	149.724121	0.028221	172.767258	123.743301	0.008168
"ENSMUSG00000029817"	53.382809	62.426147	44.441883	48.297188	65.457085	13.80868	34.25835	40.272079	44.800217	22.968834	53.605255	53.757618	34.982624	84.413147	18.591471	133.981033	152.439972	6.50962
"ENSMUSG00000029821"	5.232111	7.59235	4.82931	3.731101	3.478962	1.351103	3.960619	4.908941	5.374789	2.119888	2.926967	5.193644	1.510113	14.764871	0.598785	15.497852	20.432985	0.320919
"ENSMUSG00000029822"	4.52403	6.148601	2.893965	4.48475	1.661921	1.135792	2.103725	4.427705	3.700463	1.848325	1.481544	2.363583	3.800781	1.214167	0.268289	1.879219	1.823752	0.139048
"ENSMUSG00000029847"	0	0	0	0	0	0	0	0.106358	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000029911"	6.211071	7.184102	7.987302	7.361461	6.41294	2.993726	10.602378	12.064213	12.026934	5.339202	8.810929	12.438739	2.894574	4.011141	1.893134	5.285185	8.86453	0.860588
"ENSMUSG00000029913"	0.067887	0.440349	0.017583	0.024612	0.069962	0	8.125873	10.730193	9.44976	2.693324	8.607969	12.156154	3.284278	0	0.715583	0	0	0.499205
"ENSMUSG00000029919"	53.143356	40.894207	71.718391	73.643105	10.520054	31.487286	0.917299	1.353493	1.203164	0.708117	1.249194	2.059502	1.078536	14.074459	0.746772	14.85463	10.024058	0.128622
"ENSMUSG00000029920"	16.25919	14.732539	11.578711	11.531044	15.316654	5.831869	9.370438	14.938465	14.72703	7.738655	19.953897	19.356043	16.809042	5.5992	8.978798	7.03601	6.480929	3.764006
"ENSMUSG00000029923"	0.486045	0	0	0.270008	1.046421	0.512791	0.468655	0.497449	0.607541	0	0	0.413754	0.476277	0.635568	0	1.029397	1.052901	0
"ENSMUSG00000029992"	14.575792	15.9264	16.50329	14.788301	18.472179	5.863011	28.830767	38.147346	31.877541	4.492181	14.204089	18.600613	10.13216	8.163776	3.679777	11.731021	11.688926	0.834467
"ENSMUSG00000030002"	42.029415	40.81538	31.722958	36.881954	50.626278	15.01125	29.761896	38.059971	33.917889	16.59832	49.886272	54.343521	63.78952	31.397966	45.422455	59.739403	54.002029	18.569365
"ENSMUSG00000030017"	0	0	0	0	0	0	0	0	0.314022	0	0	0	0	0	0	0	0	0
"ENSMUSG00000030022"	0.125782	0	0.082818	0.025758	0.111912	0.008824	17.032444	17.968615	20.489172	12.78101	13.868314	27.716579	134.430679	0.928169	47.9048	0.126121	0.171533	15.588917
