"gene"	"Old.Resolving-Mac.D7_3"	"Old.Resolving-Mac.D7_1"	"Old.Resolving-Mac.D7_2"	"Old.FAPs.D7_1"	"Old.FAPs.D7_2"	"Old.FAPs.D7_3"	"Old.MuSCs.D7_1"	"Old.MuSCs.D7_3"	"Old.MuSCs.D7_2"	"Old.ECs.D7_1"	"Old.ECs.D7_2"	"Old.ECs.D7_3"
"ENSMUSG00000002910"	2.820117	8.063252	6.911741	6.007933	6.378875	6.550978	3.871166	1.900293	0.687629	13.980239	3.076674	7.897743
"ENSMUSG00000002948"	1.808064	3.800655	6.201755	6.738634	6.588437	6.946462	4.69135	3.347789	1.420286	4.380807	3.381556	5.916335
"ENSMUSG00000003037"	2.499378	7.093111	8.619627	5.794151	6.833889	5.468658	3.875492	3.197736	1.033808	3.885513	4.959131	6.402505
"ENSMUSG00000003039"	4.07696	9.980498	14.166728	11.883349	12.605674	9.579462	7.926224	6.601967	2.505431	10.107443	7.734114	11.071099
"ENSMUSG00000003070"	0.497691	0.392579	2.146074	4.46056	7.049288	7.05983	0.536468	1.912712	0.57504	0.105726	1.939834	2.208019
"ENSMUSG00000003316"	10.006596	24.394072	30.541933	57.169369	52.31813	51.198711	21.532022	21.123274	7.750571	16.093327	21.240393	27.553936
"ENSMUSG00000003344"	2.285076	7.954257	9.547772	21.495096	20.457294	23.825089	5.621389	6.62792	2.983957	5.200117	7.661946	8.391263
"ENSMUSG00000003345"	4.285199	10.963769	17.170471	24.668303	26.790522	22.954182	11.681703	12.811937	4.690056	16.070354	10.331182	16.291883
"ENSMUSG00000003346"	2.698379	7.611324	12.460217	9.71594	11.457124	7.546066	4.814912	7.480325	1.949724	12.459554	14.68161	14.621713
"ENSMUSG00000003575"	0.351319	1.588611	1.095538	9.133612	8.034158	12.75403	3.810133	2.516276	2.660356	3.736148	1.514237	4.110915
"ENSMUSG00000003808"	2.143214	4.698073	7.033109	3.059768	4.60177	5.17705	4.155363	7.15781	2.526921	2.738983	9.499566	8.469589
"ENSMUSG00000003809"	1.471428	3.929807	3.167927	6.049222	10.361352	4.071714	4.36227	2.413486	1.320179	3.214224	2.096831	4.196222
"ENSMUSG00000003824"	0.24832	1.30397	2.174056	2.347502	1.664686	2.064795	0.182788	1.606618	0.349559	1.074737	0.836624	2.055287
"ENSMUSG00000003847"	9.459475	35.052952	40.623989	54.33382	67.864655	47.555313	51.588905	23.684959	10.468061	54.135643	54.970791	80.758652
"ENSMUSG00000004356"	1.117501	3.921349	4.086384	7.904981	7.277798	7.148214	4.837305	8.698448	3.573124	1.844797	8.522677	9.802707
"ENSMUSG00000004568"	0.359447	0.817335	2.345239	6.597528	8.074849	8.435523	5.567787	1.961572	1.395549	7.067029	5.627114	6.572404
"ENSMUSG00000004937"	4.877659	15.950434	19.256514	16.21842	16.46056	18.334471	9.928079	18.674171	5.1478	7.845272	11.548196	14.651085
"ENSMUSG00000005054"	63.514702	208.953278	238.156311	53.479305	58.791897	40.185059	10.418263	46.172276	11.62162	3.982487	21.236317	27.405876
"ENSMUSG00000005413"	39.869534	62.208038	105.556252	14.687609	23.402519	17.106298	0.672506	7.895023	1.217909	5.923075	15.387521	23.339722
"ENSMUSG00000005470"	0.36579	1.699255	4.562603	1.664554	2.381336	0.574929	0	6.291218	1.456849	0.427043	3.12464	1.459318
"ENSMUSG00000005683"	6.485313	20.293171	26.049709	19.261078	21.208954	21.324085	24.413849	47.026367	12.231999	11.382503	27.966167	36.031403
"ENSMUSG00000005699"	0.844149	3.109514	4.858854	4.691315	5.899185	3.333629	1.857373	2.665063	0.697295	3.105225	1.814408	3.029273
"ENSMUSG00000006273"	36.700218	113.6521	108.714333	20.387802	22.594351	19.160345	10.257852	16.209383	4.443363	9.942941	14.956095	21.900957
"ENSMUSG00000006276"	7.877706	16.370584	25.177378	23.231539	21.429424	18.720884	20.493589	18.089209	8.747904	19.712763	17.656857	29.040705
"ENSMUSG00000006517"	0.904586	1.222174	3.304104	1.586955	0.358738	0.979378	0.676088	1.185065	0.268843	0.126995	0.983829	1.619957
"ENSMUSG00000006519"	20.686653	68.826683	73.143425	4.070157	6.977939	8.270559	1.695833	2.328812	0.505115	2.292246	5.834918	7.711896
"ENSMUSG00000006587"	0	0	1.003536	0.892151	1.049933	1.333494	0	0	0.216117	0	1.214015	0.498084
"ENSMUSG00000006724"	0	0	0	2.677945	3.046237	2.097416	0.282084	0.691813	0.232721	0	0	0
"ENSMUSG00000006728"	6.192182	21.662876	21.899357	31.003611	41.559788	36.667873	9.935934	45.091564	16.248772	6.899515	28.949453	26.581285
"ENSMUSG00000007594"	0	0	0	0	0	0	0.267401	0	0.149242	0	0	0.366248
"ENSMUSG00000007610"	0.437978	1.277806	1.76073	4.971536	4.281004	2.508132	2.04851	1.70193	0.820686	2.650117	4.613277	4.750442
"ENSMUSG00000007721"	2.039894	5.934954	7.238174	6.958426	4.791124	4.39546	3.344961	5.345012	2.427603	3.020048	7.149804	7.748876
"ENSMUSG00000007950"	0.418038	1.355928	1.590866	8.365763	6.550524	6.114061	3.510071	3.344086	0.62095	2.04593	3.975885	3.127246
"ENSMUSG00000008167"	1.052181	1.698428	4.371509	7.517815	6.30442	7.855201	1.80441	4.821805	2.386216	2.013199	5.352276	4.690899
"ENSMUSG00000008398"	6.743397	18.741556	22.202436	18.27721	18.463243	18.94249	9.50434	9.789222	4.193338	61.839382	52.811951	93.091621
"ENSMUSG00000008450"	3.414033	7.897605	9.062378	10.912574	6.844289	8.175268	8.239745	25.4925	7.470496	3.60836	19.800411	18.750694
"ENSMUSG00000008892"	7.084525	21.75494	24.272617	26.848291	21.108921	21.200777	14.061377	37.21418	11.157101	9.412692	28.985535	30.996393
"ENSMUSG00000009115"	0	0	0	0.978465	0	2.507256	0	0	0	0	0	0
"ENSMUSG00000009291"	7.891425	20.547058	21.749416	53.354095	55.772335	53.78746	28.10442	19.417852	7.786258	29.973021	24.641048	35.814049
"ENSMUSG00000009630"	5.347308	12.351763	9.431194	21.929651	19.850037	19.061306	13.250634	11.190675	4.762937	13.956424	20.405394	25.196747
"ENSMUSG00000011306"	1.519538	2.813364	3.383036	4.741437	3.318681	2.609088	4.897767	2.986768	1.747713	5.2778	5.427097	5.963042
"ENSMUSG00000011837"	0.654972	2.838686	5.174702	4.649827	5.250219	4.859269	3.105624	4.11662	1.187454	2.326973	5.261596	5.027243
"ENSMUSG00000013160"	18.761513	56.736126	68.665619	35.713165	32.19577	29.976519	12.931246	11.823353	5.733005	9.578593	11.986118	16.716516
"ENSMUSG00000013833"	1.583465	5.03959	5.307153	8.097772	6.994114	9.853575	5.896582	4.953007	1.70942	3.513711	3.378372	6.526818
"ENSMUSG00000014329"	0.32931	0.422245	0.149891	125.182457	133.467728	121.135628	11.030128	7.44027	3.883637	2.489618	3.088896	4.984387
"ENSMUSG00000014444"	4.971974	15.640346	21.923838	18.233358	18.092545	17.52438	5.59446	10.880775	5.057719	21.658548	32.387032	37.734509
"ENSMUSG00000014498"	2.587077	6.975937	8.643175	9.849674	8.016969	10.671408	8.505115	10.336102	5.275302	5.309733	8.044686	9.212214
"ENSMUSG00000014791"	0.364692	0.736883	1.252875	1.955616	1.494154	1.454763	1.261434	1.573434	1.166252	1.054648	1.008151	1.814873
"ENSMUSG00000015013"	3.083794	5.789963	12.120151	4.352952	5.313429	8.380151	3.336551	2.605598	1.571627	1.908381	2.937587	4.567647
"ENSMUSG00000015341"	11.934186	28.597595	35.504761	34.361015	30.332409	24.46653	13.04542	16.626308	6.627739	16.150547	26.06629	25.809706
"ENSMUSG00000015994"	3.955537	12.841155	10.062812	26.34955	17.640741	24.537857	12.629808	16.80949	4.389461	11.067991	14.157235	16.328604
"ENSMUSG00000019564"	1.346952	4.348491	5.75957	1.217129	1.53947	1.871362	0.863233	0.333605	0.16319	0.704071	0.774095	1.288626
"ENSMUSG00000019897"	1.890961	4.855435	4.531628	6.358356	6.762705	6.861699	4.541069	5.044042	1.254867	4.975475	6.175309	7.946304
"ENSMUSG00000019923"	5.096654	12.434548	13.219362	14.695016	22.654413	18.493418	11.947971	14.665583	5.061393	6.998071	15.761537	16.450474
"ENSMUSG00000019927"	7.580741	15.241424	22.302256	17.801157	20.882225	21.609928	11.880487	39.202888	11.285114	10.655668	21.325094	18.935947
"ENSMUSG00000019929"	2.106355	2.511587	1.189398	3617.649902	2868.938232	2641.5	144.995941	6.432537	0.463122	0.288889	19.986256	47.920265
"ENSMUSG00000019932"	0	0	0	20.453386	20.793814	9.065617	1.414701	0.038173	0	0	0.512037	0.114016
"ENSMUSG00000019935"	0.052379	0.128946	0	0.317325	0	0	0	0	0.043893	0	0	0
"ENSMUSG00000019943"	61.590412	143.574539	137.129852	25.840944	17.211117	18.280205	25.749157	35.450172	12.606822	20.787716	28.30756	31.805695
"ENSMUSG00000019944"	1.255736	2.867667	2.144829	5.494185	6.37884	4.984027	0.558398	4.81256	1.964103	10.147491	3.78963	6.661006
"ENSMUSG00000019945"	0	0	0	0	0	0.671222	0.834373	0	0.072299	0	0	0
"ENSMUSG00000019948"	1.267372	3.128571	3.94847	3.839265	2.257694	2.257293	3.094	3.873137	0.913862	2.86274	3.432856	3.513801
"ENSMUSG00000019952"	1.819186	7.164435	11.121183	7.88517	5.382133	7.776778	3.737454	5.28706	1.48634	5.22374	6.765275	5.30246
"ENSMUSG00000019971"	1.555882	4.47335	5.487575	3.839735	3.830833	4.665846	3.282711	6.963233	1.846151	1.581668	5.467796	4.241765
"ENSMUSG00000019988"	2.038041	4.241088	5.377547	7.382978	5.995708	6.172338	7.162214	7.791143	2.115163	3.289845	7.501104	7.459049
"ENSMUSG00000020015"	5.574922	17.609789	13.842683	9.938056	6.886821	10.133828	16.760696	12.430226	6.854904	42.010891	51.665298	84.226593
"ENSMUSG00000020019"	0	0.224039	0	22.91733	15.255788	18.817513	31.398159	18.340004	8.367288	1.244352	2.604528	4.43043
"ENSMUSG00000020020"	0.10608	0.1997	0	0.063167	0	0	0	1.773517	0.53895	0.308537	0.439968	0.878956
"ENSMUSG00000020024"	3.630894	10.825569	12.90416	13.211195	10.895876	12.728541	4.818839	10.371824	4.116695	6.652537	12.38969	13.844618
"ENSMUSG00000020038"	1.167901	2.444448	3.102065	5.562618	6.434511	5.592599	5.956055	2.541924	1.134634	4.123706	4.667528	9.978721
"ENSMUSG00000020044"	0.067152	0	0.633359	40.998371	35.557575	32.83289	222.420242	33.70388	18.489601	231.059204	62.041256	157.675079
"ENSMUSG00000020051"	0	0	0	0.111399	0	0	0	0	0	0	0	0
"ENSMUSG00000020056"	5.177499	7.245778	20.378113	13.267698	10.255571	14.268637	4.736601	6.022546	3.013549	3.24064	4.769173	5.794785
"ENSMUSG00000020057"	2.905584	5.378749	6.116148	15.890458	16.208574	13.245962	0	1.471802	0.391261	0.25741	1.298846	1.549132
"ENSMUSG00000020059"	0	0	0	0.459057	0	0	0.615907	1.091683	0.489966	0.39735	0	0
"ENSMUSG00000020063"	8.022414	19.295958	18.498421	15.679296	17.701614	21.331797	13.235904	14.739305	5.36107	19.141928	18.295422	31.328333
"ENSMUSG00000020064"	12.112394	27.559719	32.924561	15.35925	12.912956	16.261021	17.180384	22.939898	8.853871	14.426402	19.401894	22.981686
"ENSMUSG00000020067"	0.019194	0.151513	0.016238	0.051942	0	0.102317	0.305589	2.281514	0.548316	0	0	0
"ENSMUSG00000020114"	3.608745	9.349817	10.606246	21.134907	20.218008	19.606102	11.572385	21.221022	6.900321	7.84561	13.255997	15.438306
"ENSMUSG00000020123"	0	0	0	8.989181	9.279552	10.98328	8.456281	0.612066	0.428732	0	1.218629	3.728922
"ENSMUSG00000020124"	8.789996	20.172737	20.136141	11.164738	11.004026	10.733425	11.222526	14.878793	4.542527	13.997497	15.736449	21.355719
"ENSMUSG00000020131"	0	0	0.265888	1.142788	0	0.501498	0.429741	0	0.020029	0	0	0.895595
"ENSMUSG00000020132"	8.313692	24.984606	28.661795	23.925528	23.523788	16.914637	12.075912	14.607246	5.204908	10.318286	15.617425	19.436464
"ENSMUSG00000020140"	0	0	0.138543	2.392532	2.524094	0.90531	0	4.787934	1.908431	0	0.271728	0.321707
"ENSMUSG00000020153"	6.670584	19.960955	20.666544	18.944963	16.346504	12.003601	27.550217	24.129126	7.196345	9.649011	20.398087	20.809917
"ENSMUSG00000020170"	2.755822	7.49475	9.677682	12.675935	13.134255	16.063129	10.225584	8.450377	4.07796	5.284863	7.481197	12.051597
"ENSMUSG00000020175"	0.21177	0.730762	0	4.470207	4.083602	5.502934	3.132183	0.178836	0.591058	0	0	0.412995
"ENSMUSG00000020177"	0	0	0	0	0	0	0	0	0.150093	0	0	0
"ENSMUSG00000020178"	0	0.96822	0.986647	1.448492	1.079866	2.834331	2.967273	1.121165	0.409619	7.160966	2.791553	7.328628
"ENSMUSG00000020181"	0.01726	0	0	9.188815	9.255494	10.30023	1.420236	4.643376	2.886095	2.853093	2.533495	1.369994
"ENSMUSG00000020212"	0.667704	1.543867	4.005849	1.629156	2.060117	4.012212	2.093095	2.078491	0.851229	0.717697	2.067805	2.621377
"ENSMUSG00000020219"	2.334124	4.675014	6.067199	4.961072	4.117358	3.250615	1.238996	10.859365	2.309151	2.071537	4.695193	4.974024
"ENSMUSG00000020235"	2.851838	7.839074	14.414682	8.423261	4.412103	7.032437	3.603704	8.255567	2.849299	3.335794	4.288702	5.325655
"ENSMUSG00000020241"	0.337934	0.238758	0.40541	537.523132	482.497742	465.869812	30.079283	19.396513	8.095407	1.206451	4.701786	15.245817
"ENSMUSG00000020251"	0	0	0	17.687742	17.584454	11.645044	3.286281	2.426224	1.62548	0	0.60779	2.519863
"ENSMUSG00000020307"	2.418119	7.286118	9.745072	7.540043	4.139642	7.947554	4.249774	10.71077	1.939185	6.391389	10.002631	6.215114
"ENSMUSG00000020325"	0.103128	0	0	3.429229	2.829191	2.342719	3.235864	5.972086	3.613379	0.628106	0.242727	2.370686
"ENSMUSG00000020327"	0	0	0	0	0	0.444339	0	0	0.123258	0	0	0
"ENSMUSG00000020329"	0.894931	1.762902	3.26677	2.480121	1.865628	2.250873	2.473249	2.94839	1.45409	1.934243	3.578238	3.218292
"ENSMUSG00000021748"	7.447862	19.734699	20.93494	23.036564	25.056894	20.63155	19.433666	34.695614	9.088205	14.492352	19.573877	27.100489
"ENSMUSG00000021775"	3.70557	16.703928	11.935269	13.961325	9.284154	9.133608	12.712906	8.941868	3.409882	6.174405	14.788683	14.919814
"ENSMUSG00000021779"	0	0	0	8.853408	4.46155	3.112981	2.438635	0.826028	0	0	0.039598	0
"ENSMUSG00000021782"	0.07054	0.027146	0.064252	11.762827	11.873517	11.15803	5.50148	5.459752	1.903466	1.889305	3.833934	5.134841
"ENSMUSG00000021807"	16.771061	44.765198	56.494041	70.958771	75.649918	67.271309	21.621328	52.425137	17.11322	22.081944	43.032928	54.165272
"ENSMUSG00000021811"	1.88648	4.09845	6.538815	7.023499	7.662481	5.086455	3.852024	16.926706	4.424301	4.251632	9.574022	9.465409
"ENSMUSG00000021822"	13.05429	45.582283	52.570911	99.531067	90.257027	96.898308	6.051126	27.24177	8.117975	4.802706	28.744055	65.259232
"ENSMUSG00000021866"	2.623718	10.811017	9.314034	7.799531	9.073372	6.282495	13.219953	15.599477	3.905244	7.625397	12.375995	16.104591
"ENSMUSG00000023073"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000023336"	0	0	0	3.845056	3.195658	5.775218	11.119454	0.613137	0.070644	0.398242	0	0.563475
"ENSMUSG00000025277"	0.196215	0.434473	0.777018	0.730152	0	1.615977	1.1414	1.060804	0.257728	1.540158	3.202283	2.736081
"ENSMUSG00000025278"	0.781482	2.095139	3.868884	23.669672	21.168837	21.484556	4.613203	9.472696	3.063164	36.605652	75.445946	101.138329
"ENSMUSG00000025280"	1.868184	4.507878	5.262051	5.472591	3.277459	5.57951	5.45826	3.3174	1.929717	3.668679	5.342367	6.688021
"ENSMUSG00000025347"	0	0	0	0	0.363749	0	0.932465	0.843386	0.61855	0	0	0
"ENSMUSG00000025352"	0	0.099831	0.528945	3.022051	4.342999	3.640478	5.430054	2.321871	1.416895	0	1.511623	3.672048
"ENSMUSG00000025354"	4.201451	10.684103	14.206435	15.330693	12.085106	10.177611	6.237773	7.572517	3.389727	7.230284	9.871125	15.341681
"ENSMUSG00000025359"	0	0	0	0.187774	0.782529	0.484585	0.485798	0	0	0.696847	0.545325	1.042213
"ENSMUSG00000025362"	100.896927	280.839478	394.025208	374.49646	410.828522	365.154327	114.929459	535.951599	163.701202	63.243206	307.015747	267.604797
"ENSMUSG00000025364"	5.695352	15.693711	20.927443	17.050407	18.100275	15.958956	13.62161	47.060379	11.170182	7.457408	35.359715	32.519932
"ENSMUSG00000025373"	3.35016	6.347921	9.733397	8.576669	7.668674	6.370761	5.405145	4.596955	1.511845	2.926955	4.573433	6.832055
"ENSMUSG00000025374"	1.872544	5.927666	8.780898	11.19619	9.455999	9.466733	6.429006	7.046722	2.459295	4.378931	6.711307	7.871692
"ENSMUSG00000025381"	4.295138	10.875051	12.132526	24.657482	27.80896	26.635483	5.231074	8.661148	2.97073	2.872724	8.073545	7.253885
"ENSMUSG00000025393"	24.251387	83.364426	85.69767	67.114426	60.858852	59.922783	106.493477	232.487411	65.628853	38.673073	115.749992	126.581276
"ENSMUSG00000025395"	0.270771	2.80664	1.556065	0.515724	2.095881	2.350508	1.870055	7.490338	1.752316	1.688395	6.785833	5.735528
"ENSMUSG00000025402"	3.838534	10.241294	8.909041	7.561408	8.978472	6.951297	4.868368	6.855762	2.896742	4.021314	2.50868	4.778319
"ENSMUSG00000025403"	1.132971	3.545367	5.12015	12.819217	13.056449	12.422711	7.130325	16.834328	4.710275	1.220706	10.820017	10.804164
"ENSMUSG00000025409"	2.858854	6.877132	10.527183	7.608505	4.833811	5.366533	7.279521	4.857182	2.166886	5.772834	4.985064	9.462717
"ENSMUSG00000025410"	9.806693	28.212545	36.170673	51.203438	49.096069	41.859875	21.013306	25.631502	10.289994	20.137495	27.767097	40.960941
"ENSMUSG00000025417"	1.927999	4.751252	9.124372	11.064068	9.576086	10.645246	11.858345	3.446062	1.651102	6.574829	6.720594	8.668838
"ENSMUSG00000025588"	0	0.027758	0.072712	0	0	0	0	0.008179	0	0	0	0
"ENSMUSG00000025810"	29.245764	71.048737	70.240692	59.725266	57.817875	60.554455	37.240795	15.800996	4.597939	137.355164	85.997482	130.788391
"ENSMUSG00000025812"	0	0.144373	0	18.417112	17.581596	20.65538	18.458466	16.447975	6.155904	0.536388	2.710017	3.563662
"ENSMUSG00000026317"	7.695831	19.077463	18.318462	2.453725	3.013726	2.736004	1.582849	2.558758	0.841485	1.323123	1.595966	2.0048
"ENSMUSG00000030465"	8.411166	20.316719	12.131379	33.786579	33.28989	30.803545	16.540787	7.63576	3.328431	23.562241	15.916286	24.800507
"ENSMUSG00000031441"	2.964527	7.751401	12.218124	25.718483	22.467955	26.330423	13.027835	10.195854	4.53459	8.326998	17.354897	25.699215
"ENSMUSG00000031442"	0.108458	0.084645	0.120441	0.921457	0.271235	0.314249	0.157901	0.130626	0.058699	65.366768	39.949394	59.363392
"ENSMUSG00000031443"	0.419895	1.053733	1.853305	0.186553	0	0	0	0	0	0.981447	1.796254	1.268293
"ENSMUSG00000031444"	0.842316	1.56656	2.798271	0.337095	0	0	0	0	0.023471	0.319808	3.481606	2.709891
"ENSMUSG00000031446"	4.372233	11.47201	11.863776	18.47434	16.229027	19.360153	12.37765	16.994411	6.00422	9.1819	12.505163	16.579874
"ENSMUSG00000031447"	128.992386	355.442017	441.082367	146.315994	138.631622	128.981613	52.024345	61.711739	14.178253	36.998528	64.68988	84.897644
"ENSMUSG00000031451"	15.903146	36.977497	35.817673	107.036522	102.771881	84.479927	15.981486	5.926562	0.495616	24.293772	17.634808	24.268831
"ENSMUSG00000031453"	6.030076	17.066368	22.911306	14.252738	16.86351	14.298108	13.791292	11.080968	3.395336	3.31941	8.288527	11.821611
"ENSMUSG00000031461"	0.11452	0.470037	0.266539	0.236185	0.421593	0.196864	0.089116	3.351707	0.515	0	0	0
"ENSMUSG00000031465"	0.521213	1.9449	1.358959	1.653662	1.770701	1.884726	11.345157	3.772869	0.896534	9.503648	30.325851	34.059437
"ENSMUSG00000031480"	0	0.292976	0.162209	6.179101	4.034964	4.591631	0	0.63399	0.130371	8.14767	10.984118	10.516089
"ENSMUSG00000031482"	0.464679	2.57456	1.56055	3.424934	2.746183	2.639499	0.653449	2.009314	0.709889	1.444926	2.960248	2.68455
"ENSMUSG00000031483"	4.800304	15.398352	13.802217	15.551648	14.133384	9.660759	3.799165	6.003813	2.691734	5.554028	7.411256	10.193801
"ENSMUSG00000031503"	0.518729	1.461566	1.283577	120.692139	85.735519	104.542656	66.584549	12.683073	9.889466	86.219093	182.016144	178.604858
"ENSMUSG00000031504"	7.230078	26.490955	20.551189	1.787495	0	0	0.743093	1.871502	0.188314	0.953075	1.76153	2.577257
"ENSMUSG00000031508"	4.057191	7.570715	4.780559	14.190909	13.261205	15.642681	18.386456	29.702692	12.799492	11.39665	16.715639	13.275907
"ENSMUSG00000031511"	4.831896	13.73633	19.293524	14.031855	13.523715	13.606641	40.835903	15.311959	5.68795	31.874212	86.787224	79.829575
"ENSMUSG00000031512"	0	0	0.529232	0	0.363681	0.405119	0.885773	0	0.362539	0.499845	6.737368	4.343384
"ENSMUSG00000031513"	4.516909	13.977536	15.326509	9.630056	4.932997	6.281873	5.743477	4.975015	2.033188	4.813396	6.09794	7.736425
"ENSMUSG00000031516"	5.471012	10.487749	18.230606	20.632866	12.675212	13.048245	20.249416	12.882927	4.124908	11.074504	14.453768	16.202658
"ENSMUSG00000031519"	0.113375	0.269029	0	0.930903	0	0	8.386496	62.656567	21.551285	0	3.773712	2.459005
"ENSMUSG00000031529"	7.228254	15.982059	21.172407	23.601151	22.113003	21.422537	13.826962	13.221154	5.360985	10.549979	12.546207	20.45907
"ENSMUSG00000031530"	0.844621	3.17275	4.692594	1.333598	1.738912	0.86359	9.404428	4.593976	1.58445	0.833021	1.947413	4.626833
"ENSMUSG00000031535"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000031536"	5.291226	12.247999	18.450747	11.818312	13.263779	10.745769	5.889426	6.717817	2.07302	5.822826	9.067204	10.578332
"ENSMUSG00000031537"	11.343823	28.129517	38.992779	15.813793	11.468756	14.388943	17.591835	9.789579	4.624922	12.244306	14.510447	19.370756
"ENSMUSG00000031538"	0	0.53468	0.365462	66.851387	65.893021	66.627663	14.483675	6.745378	3.612052	7.40359	8.235277	12.20339
"ENSMUSG00000031546"	1.831102	4.257808	6.220627	5.58682	3.130517	5.290286	4.150142	6.334266	1.646403	3.278445	4.743238	6.667957
"ENSMUSG00000031548"	0	0	0	53.297508	57.571003	55.427128	3.199822	0.562787	0.089704	0	0.43337	0.219049
"ENSMUSG00000031553"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000031556"	4.788935	17.401205	22.473516	25.300667	20.622717	20.165304	5.932366	4.302215	2.029193	7.542387	6.581565	9.762101
"ENSMUSG00000031565"	0.392488	0.877704	1.537846	89.203171	95.921249	75.835991	36.284992	27.852844	13.833641	1.951365	10.071949	10.825228
"ENSMUSG00000031575"	2.1843	6.9938	7.633634	8.895442	8.873712	11.31971	8.076453	12.176308	4.277738	6.504748	9.233301	11.712852
"ENSMUSG00000031577"	0.420766	1.683716	1.00152	2.100193	1.668183	4.025097	2.418763	2.636054	1.178287	3.305666	2.939844	5.142346
"ENSMUSG00000031578"	3.289548	9.946783	12.626866	7.751566	7.969885	5.497839	4.27966	13.55751	5.234175	4.934134	19.994663	19.690388
"ENSMUSG00000031585"	1.921303	4.706557	7.450861	5.965325	5.475648	8.286459	6.172056	7.431261	2.531082	5.974178	10.110593	10.928318
"ENSMUSG00000031586"	0.424826	4.077565	4.160899	16.164192	14.614861	15.716977	83.206253	6.617558	2.019882	55.061165	63.280087	88.278831
"ENSMUSG00000031592"	8.065029	16.238066	21.219116	26.628906	28.375593	30.596676	24.465473	27.667036	8.856387	18.399622	22.606758	28.17392
"ENSMUSG00000031594"	0	0	0	0	0	0.300225	0	0	0	0	0	0
"ENSMUSG00000031616"	0	0.21789	0	34.313663	27.740446	36.074013	51.26696	5.340885	1.649307	1.749825	3.838553	13.710662
"ENSMUSG00000031618"	0.159771	0.410276	0	2.889281	2.993106	2.644018	12.105312	2.676686	0.349426	8.947121	1.783156	5.772048
"ENSMUSG00000031626"	0.051523	0	0	0.408075	0.655531	0.036016	139.408569	13.129672	1.709293	20.529991	29.300983	28.953081
"ENSMUSG00000031633"	4.002087	11.10736	16.233593	32.623436	31.36734	31.760626	25.490274	38.015884	11.376742	10.494033	22.375927	19.371521
"ENSMUSG00000031634"	3.95197	8.917068	15.366611	16.245293	14.480938	12.619644	6.431756	7.702212	2.848877	3.966481	6.092299	7.719392
"ENSMUSG00000031635"	0	0	0	0	0	0	0	0	0.092888	0	0	0
"ENSMUSG00000031642"	0.404655	1.027656	1.187784	2.882869	2.767607	3.361041	6.626499	8.879292	2.083479	7.999278	7.035885	11.532595
"ENSMUSG00000031644"	1.407661	4.171132	3.301263	9.396689	11.870093	11.935457	7.713653	7.292192	2.012613	2.922229	4.234525	5.074042
"ENSMUSG00000031657"	1.26173	3.791013	4.933404	6.757764	7.399542	6.597485	4.751486	9.826908	3.427298	1.308135	9.189458	6.812958
"ENSMUSG00000031660"	6.019041	15.342839	17.249357	19.734352	13.769709	13.700033	8.557554	12.497058	5.35996	5.927225	8.7947	11.238406
"ENSMUSG00000031666"	6.001905	14.998467	20.84305	27.808117	22.476788	21.154547	12.775226	8.468621	2.963262	7.727156	7.074332	11.850563
"ENSMUSG00000031667"	2.731015	5.480252	13.950751	25.476805	19.435732	18.431355	15.842479	9.423945	4.027162	15.789586	9.865595	18.750088
"ENSMUSG00000031669"	0.202846	0.382088	1.019073	0.341978	0	0	0.286139	1.779131	0.30163	0.329133	0.832625	1.344855
"ENSMUSG00000031671"	0.819002	2.669979	4.877307	5.307149	6.190952	4.441775	4.207761	5.548872	1.668621	2.240616	2.910428	4.01366
"ENSMUSG00000031672"	3.799778	13.176076	16.564672	13.41411	12.787248	12.498791	13.482505	27.785995	8.334311	7.876107	17.975019	19.553633
"ENSMUSG00000031691"	4.936093	9.99008	17.02356	13.44289	11.132563	13.229043	7.302569	10.048101	3.901223	5.882592	10.554526	15.574851
"ENSMUSG00000031696"	16.894976	51.158005	56.734787	40.506878	40.431591	38.179539	19.404652	33.908443	8.707615	14.273668	28.287498	34.573765
"ENSMUSG00000031697"	1.474052	5.391208	2.939352	9.298896	4.362221	10.824852	7.377581	12.175777	4.197267	5.916173	17.687069	9.8801
"ENSMUSG00000031700"	1.299735	2.663382	2.991217	3.240128	4.243991	4.36897	3.298912	4.952476	1.194229	0.636347	1.126815	1.616045
"ENSMUSG00000031701"	7.485427	18.349379	25.206902	22.907259	23.418869	21.568209	14.174146	28.396748	8.874146	12.232876	24.09201	27.429356
"ENSMUSG00000031710"	0	0.497458	2.298608	0.557456	0	0.23821	0	0	0	0	0.333082	0.536986
"ENSMUSG00000031712"	6.96763	11.358438	20.902342	3.791532	2.670371	4.115012	2.672668	1.257592	0.034061	6.416369	3.189497	7.02044
"ENSMUSG00000031725"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000031730"	0.185241	0.70078	1.311666	2.235226	1.919102	1.149743	0.977156	0.333284	0.23737	0.266855	1.251732	1.731783
"ENSMUSG00000031731"	8.099371	22.614933	29.902742	23.454361	22.023495	19.671137	15.973617	20.16003	5.877986	13.725385	18.555708	28.665581
"ENSMUSG00000031734"	0	0	0	0.080669	0	0	0.968145	0.734211	0.266093	0	0.21727	0.618252
